"LSAT"|"UGPA"|"female"|"male"|"white"|"nonwhite"|"U_UGPA"|"U_LSAT"
"16622"|40|2.5|0|1|1|0|-0.585408532287015|-0.0310056292427888
"16623"|32|3.1|0|1|0|1|0.0787965170068457|0.0563828292597275
"16625"|27|3.5|1|0|0|1|0.349865276070932|-0.00603413478904961
"16626"|41|3.3|0|1|1|0|0.0619050038677769|-0.0481504155791567
"16628"|42|3.8|1|0|1|0|0.340353497187032|-0.00239511193741115
"16630"|35|3.8|1|0|1|0|0.402967360417011|-0.0338542856100375
"16631"|44|3.2|0|1|1|0|0.00170518694887272|-0.0220660059524867
"16632"|38|3.9|1|0|1|0|0.425915016430031|0.0519513224738763
"16633"|38|3.5|0|1|1|0|0.195908669313684|0.0194958016088276
"16634"|41|3.5|0|1|1|0|0.24619618022748|-0.0263836085093409
"16636"|40|3.2|0|1|1|0|-0.038657326408714|-0.0393205655935698
"16637"|42|3.6|0|1|1|0|0.317600176858774|0.0328363379201465
"16639"|48|3.1|1|0|1|0|-0.117707152096693|0.050990960233921
"16644"|36|3.6|1|0|1|0|0.193387165923022|0.0385403188185821
"16647"|41|3.7|1|0|1|0|0.303728969828404|0.0279479306040287
"16651"|38|3.7|1|0|1|0|0.199498571559953|0.0266902390291196
"16655"|40|3.3|0|1|1|0|0.113241751865283|0.0637445190316779
"16656"|43|3.8|0|1|1|0|0.479018387642834|0.0286162716767879
"16658"|41|2.8|0|1|1|0|-0.378697471956795|0.0409119835738802
"16659"|31|2.9|0|1|1|0|-0.291388310199942|-0.0479448057659285
"16660"|39|3.5|1|0|1|0|-0.0699945240671438|0.0521717924261568
"16661"|41|3.1|0|1|1|0|-0.125266665851591|-0.0306261137183598
"16664"|36|3.4|0|1|1|0|0.169545129741473|-0.0114608247629881
"16665"|36|4|1|0|1|0|0.439500140388347|-0.0543285902009424
"16670"|42|2.9|1|0|1|0|-0.32150994050757|-0.0424472780006427
"16673"|34|2.9|0|1|1|0|-0.196400048469709|-0.0364061352271993
"16674"|39|2.9|0|1|1|0|-0.227906970154859|-0.0336178886432216
"16675"|41|3.1|0|1|1|0|-0.0439429547371783|-0.00048467828669636
"16676"|36|3.3|0|1|1|0|0.0734219810621143|-0.0485173526096742
"16677"|39|2.9|0|1|1|0|-0.232405159795735|0.0455119844277796
"16678"|44|3.8|1|0|1|0|0.283585614119861|-0.128117931645226
"16679"|41|3.1|1|0|1|0|-0.17400315849344|-0.00553066378273798
"16680"|43|4|1|0|1|0|0.492894084947073|-0.0199499075142598
"16682"|38|3.3|0|1|1|0|0.0363049342728089|-0.0255334548236599
"16683"|39|3.3|1|0|1|0|-0.0114153016657523|0.0568073528253124
"16684"|38|3.4|1|0|1|0|0.139703018227969|-0.103018172202614
"16687"|35|3.5|0|1|1|0|0.300367367096235|0.0190050655765407
"16690"|37|4|1|0|1|0|0.436296763136122|0.0539725814580653
"16691"|35|3.4|0|1|1|0|0.161809081905482|0.033003974045712
"16692"|48|3.1|1|0|1|0|-0.271827093131726|-0.0146570110811326
"16697"|39|3.2|0|1|1|0|-0.0172551414716623|-0.0482963220171142
"16698"|48|3.5|0|1|1|0|0.167670619723955|0.0587027175872624
"16699"|41|3.2|0|1|1|0|-0.0354582599582333|0.0915041623016978
"16701"|40|3.3|1|0|1|0|0.0120303034201661|0.0110512359511214
"16702"|41|3|0|1|1|0|-0.179378793577016|0.0612646243193137
"16703"|22|3.3|1|0|0|1|0.153926063343039|-0.0663776020748798
"16704"|39|3.2|0|1|1|0|-0.0604779586918746|0.0790119922309266
"16708"|38|3.6|0|1|1|0|0.334856778608945|-0.0167068727892606
"16709"|39|3.2|0|1|1|0|0.010444203761729|-0.0971908876163571
"16710"|33|3.3|0|1|1|0|0.0922676265637611|0.0501301007555984
"16713"|39|3.2|0|1|1|0|-0.031089944685429|0.00321301740335298
"16715"|43|3.1|1|0|1|0|-0.193428028227864|-0.0362098126165454
"16718"|37|3.3|0|1|1|0|0.0517841000549714|0.0456959680496451
"16719"|35|3.2|1|0|1|0|-0.0188430861732115|-0.0193290299844483
"16721"|39|3.4|1|0|1|0|0.0738449086844592|-0.0399913398915886
"16730"|39|3.6|1|0|1|0|0.141058441301056|0.00854989998384899
"16732"|31|2.9|0|1|1|0|-0.203683633973709|-0.0464533402833757
"16733"|40|2.6|0|1|1|0|-0.456776911810678|0.0828540726841486
"16734"|28|3.7|1|0|0|1|0.406680034376809|0.0809440285352766
"16739"|42|3.8|0|1|1|0|0.442443277836243|-0.0694698800326768
"16743"|35|3.6|0|1|1|0|0.357392789544546|0.0182141022485794
"16744"|47|3.2|0|1|1|0|-0.0036211513922358|-0.0448562296902695
"16745"|37|3|0|1|1|0|-0.127584900017073|-0.0645229618112059
"16747"|27|4|0|1|0|1|0.7116362435586|0.0804617502958789
"16748"|42|3.7|1|0|1|0|0.270940330405022|0.00328514792114993
"16749"|48|3.8|0|1|1|0|0.416896540064933|-0.00891236048910927
"16750"|44|3.6|0|1|1|0|0.278037599416222|-0.0374274511791703
"16751"|47|3.9|1|0|1|0|0.404048084965858|-0.0327947680244714
"16752"|32|2.8|1|0|1|0|-0.385475410147567|0.000718756705282261
"16754"|34|2.5|0|1|1|0|-0.522453392792825|0.124377104938274
"16756"|29|2.6|1|0|0|1|-0.379773986798665|-0.0726546278511867
"16759"|24|3.1|1|0|0|1|-0.0388088626924174|-0.00257686737233527
"16760"|35|3.1|0|1|1|0|-0.0355700035358505|-0.116341138856547
"16761"|24|2.5|1|0|0|1|-0.393505888504932|-0.0539347045896239
"16762"|37|2.5|0|1|1|0|-0.517629773939622|-0.0494699513164125
"16763"|34|2.7|0|1|1|0|-0.361124008465731|-0.0143588681695086
"16764"|30|3|1|0|0|1|-0.0140820729259556|-0.0203596416005537
"16765"|35|2.4|0|1|1|0|-0.579567657621586|0.0296966180792148
"16766"|30|3.1|1|0|1|0|-0.166971865095977|0.0495813977050936
"16767"|34|2.7|1|0|1|0|-0.464311793759009|0.00713435070196591
"16768"|37|2.4|0|1|1|0|-0.602954533696576|-0.0210896773835018
"16769"|32|2.6|1|0|1|0|-0.527753410699787|-0.0139815728998369
"16770"|43|3.2|0|1|1|0|0.0132794455084327|0.0481213452390832
"16771"|35|2.8|0|1|0|1|-0.173322088616553|0.0307454990130214
"16776"|34|2.8|1|0|1|0|-0.419449158595109|0.049015864156566
"16777"|32|2.5|0|1|1|0|-0.545112590260025|0.074751502753796
"16779"|33|2.5|1|0|1|0|-0.489382727521525|-0.0149957844747435
"16780"|37|2|1|0|1|0|-0.984208881375831|-0.0321311469351661
"16781"|33|2.5|1|0|0|1|-0.413294303899553|-0.0209035504844721
"16784"|32|2.7|0|1|1|0|-0.327704940090992|0.0597389274513501
"16788"|30|2.9|0|1|0|1|-0.114059134473334|0.0482620238540978
"16789"|30|2.6|1|0|1|0|-0.551470636257556|0.050059637520363
"16790"|29|2.5|0|1|0|1|-0.326081025766361|0.0116483747359824
"16792"|28|3|0|1|0|1|-0.0160602602443225|-0.0381124184176689
"16797"|35|2.6|0|1|1|0|-0.403327011020136|-0.0183436200131094
"16800"|33|2.9|1|0|0|1|-0.121196907734502|0.0251989078929887
"16803"|34|2.8|0|1|0|1|-0.145882840941266|0.0634171198809132
"16804"|32|2.5|0|1|1|0|-0.493882635983392|-0.00577868863518035
"16806"|36|3|0|1|1|0|-0.0981376997543911|-0.054021453247708
"16807"|38|3.7|1|0|0|1|0.462706521956017|0.0919249181940874
"16808"|32|3.3|0|1|1|0|-0.01752756692315|0.013110138707597
"16810"|28|2.4|0|1|0|1|-0.366988933764242|-0.00252331599229505
"16813"|30|3.3|1|0|1|0|-0.0368117972670884|0.0562044314896556
"16815"|33|2.3|1|0|1|0|-0.766091477958537|-0.0123537851584285
"16817"|31|2.9|1|0|1|0|-0.351287973971776|-0.0730369668628624
"16819"|29|2.7|0|1|0|1|-0.242051275280506|-0.00831174802059026
"16821"|33|2.8|0|1|1|0|-0.294037713578486|-0.0440073860228211
"16822"|32|3.1|1|0|1|0|-0.219855351101611|-0.0284562992232994
"16824"|38|2.4|0|1|1|0|-0.618482594378334|0.0226724671173833
"16825"|26|2.6|0|1|1|0|-0.410915580345522|0.0749616310943816
"16828"|31|2.9|1|0|1|0|-0.297633187472765|-0.122455228987747
"16830"|37|2.5|0|1|1|0|-0.500725926656942|0.0193626357571256
"16831"|35|2.3|0|1|0|1|-0.565252182967216|-0.0342467802643908
"16832"|36|2.8|0|1|1|0|-0.253566746934071|-0.0368142182350443
"16835"|40|2.4|1|0|1|0|-0.649566498636484|0.00803163568389148
"16836"|34|2.5|0|1|1|0|-0.46047862102394|-0.0177279170247987
"16837"|33|2.9|0|1|1|0|-0.238472545318735|-0.0449825009781759
"16838"|33|2.6|0|1|1|0|-0.503483198505051|-0.0598243895412232
"16840"|35|2.7|0|1|1|0|-0.40560953028264|0.0124006720084149
"16841"|30|3.5|1|0|1|0|0.16414735214643|-0.0146274352170821
"16842"|33|2.9|1|0|1|0|-0.328443944073567|0.0375274335950623
"16843"|33|2.9|0|1|1|0|-0.233936105058012|0.0218742961113527
"16844"|34|2.5|0|1|1|0|-0.516019046596347|0.0325886418675189
"16845"|34|2.1|0|1|1|0|-0.783956484456831|0.0593037952847911
"16846"|28|2.6|0|1|1|0|-0.410947108475989|-0.0414178181952856
"16847"|23|3.1|1|0|1|0|-0.163236221548406|0.159335494402084
"16848"|21|2.5|1|0|0|1|-0.491294065034827|0.0339467539459195
"16849"|32|2.6|0|1|1|0|-0.485028070931985|0.0132008136420632
"16850"|36|2.3|0|1|1|0|-0.642358353619203|-0.0159589820693653
"16851"|33|2.8|0|1|0|1|-0.0257900948754124|0.0248847181226596
"16853"|30|2.8|0|1|0|1|-0.142356346974083|-0.0552473270323397
"16854"|32|3|0|1|1|0|-0.170214841649575|0.0963673677955091
"16855"|23|2.3|1|0|0|1|-0.61548193775473|-0.0190493609025119
"16858"|34|3|1|0|1|0|-0.208618300437716|0.0234246732177942
"16859"|30|3.4|1|0|0|1|0.206084815292722|0.0463348849852614
"16862"|30|3.7|0|1|1|0|0.372126300868567|0.0134973051443524
"16863"|22|1.9|0|1|0|1|-0.768263568073481|-0.0258834338336722
"16867"|39|2.8|0|1|0|1|-0.0527135237499344|0.00319758235208254
"16868"|26|2.6|0|1|1|0|-0.416527558057726|-0.116375149952329
"16873"|34|2.4|0|1|1|0|-0.589749267270692|0.00935806048786638
"16874"|34|2.4|0|1|1|0|-0.518294647627812|-0.0767799740276179
"16876"|33|2.7|1|0|1|0|-0.520915606970304|-0.0212700860513443
"16877"|32|2.4|0|1|1|0|-0.634215674011075|-0.0892258053018557
"16878"|28|3|1|0|0|1|-0.0888125518189027|0.0252061531398979
"16879"|30|3.1|0|1|1|0|-0.0138086327635954|0.0792266662668656
"16887"|26|2.6|1|0|1|0|-0.54511852375413|0.0638840209331547
"16889"|28|2.9|0|1|1|0|-0.272214468469536|-0.0221366903519729
"16890"|31|3.9|1|0|0|1|0.644253477520258|0.0140335142752482
"16894"|26|2.6|0|1|1|0|-0.478409707917561|0.00621002603294277
"16895"|27|2.7|0|1|1|0|-0.302345804948913|-0.00452710362489561
"16896"|25|3.1|0|1|1|0|-0.11329325029503|0.0374248839148344
"16897"|27|2.7|0|1|1|0|-0.369228782321425|0.0453248267146771
"16899"|35|3.1|0|1|1|0|-0.047939887986517|0.0116134048483516
"16901"|29|2.3|1|0|1|0|-0.794470589921329|0.0821544192839215
"16904"|31|2.7|0|1|1|0|-0.338886732388172|-0.0515445727268743
"16906"|32|1.9|0|1|1|0|-0.903022468874545|0.000105911010676808
"16907"|34|3.7|1|0|1|0|0.281661367517881|-0.00717483642285064
"16909"|31|2.1|0|1|1|0|-0.807519079715032|0.0361039506122075
"16911"|32|2.1|0|1|1|0|-0.824110507645129|0.0509745979790219
"16915"|37|2.4|0|1|1|0|-0.544361199786357|-0.0021156784448343
"16917"|27|2.6|0|1|1|0|-0.475119100855526|-0.0516593687664693
"16920"|30|3.8|1|0|1|0|0.389096810071103|0.0336844703521968
"16921"|27|2.6|0|1|1|0|-0.39494366963591|-0.0213870271872669
"16925"|32|2.5|0|1|1|0|-0.522762936731131|-0.0295196537126687
"16928"|36|2.6|1|0|1|0|-0.578904892433848|0.0342748402834946
"16930"|35|3.2|0|1|1|0|0.0280027846097071|-0.0160595188835305
"16931"|29|2.8|0|1|1|0|-0.340813041946136|0.00238334130467054
"16934"|30|3.2|0|1|1|0|-0.00568533333159528|0.00457066213568757
"16935"|42|3.8|1|0|1|0|0.349979558450336|0.00837676260901479
"16936"|29|2.3|0|1|0|1|-0.526120988075796|9.66098209054133e-05
"16937"|46|2.9|0|1|1|0|-0.255292148775586|0.00857971620854879
"16938"|28|3.4|0|1|1|0|0.144538576974248|0.0231024413407099
"16939"|40|3.6|0|1|1|0|0.274806526598101|-0.0210089845331149
"16945"|35|3.5|0|1|1|0|0.156996404324919|0.0617043516520885
"16946"|27|3.9|1|0|1|0|0.488842615042644|0.0313509873830447
"16947"|37|3|0|1|1|0|-0.205498126640779|0.063822838338986
"16949"|42|3.4|0|1|1|0|0.0954089810282645|0.01084654954833
"16954"|39|3|0|1|1|0|-0.117911020925497|0.045884322326845
"16955"|37|3.1|0|1|1|0|-0.101122753696268|-0.0199141240627473
"16956"|35|3.4|0|1|1|0|0.168423046466181|-0.0096312271636652
"16957"|40|3.3|0|1|1|0|0.088027121247265|-0.0311370062600732
"16959"|34|3.4|0|1|1|0|0.0840683582275206|0.00872908346201246
"16962"|38|3|1|0|1|0|-0.352368644616652|-0.0636817083457185
"16963"|32|3.3|1|0|1|0|-0.00280694231197425|0.123758383582344
"16964"|38|2.9|0|1|1|0|-0.222562816139569|-0.109534123747292
"16967"|36|2.8|0|1|0|1|-0.145274020554734|0.045794432536996
"16968"|39|2.9|0|1|1|0|-0.212989207582325|0.0190797601616774
"16969"|38|3.2|0|1|1|0|0.0168690169447074|-0.0414404227101079
"16970"|34|3.9|1|0|1|0|0.404775354214726|0.0145730464934235
"16975"|36|3.1|0|1|0|1|0.119823309377802|0.0199308642948084
"16976"|40|4|1|0|1|0|0.516719539412235|0.0362304700407237
"16978"|34|2.5|0|1|0|1|-0.377106141699128|0.0343785356808019
"16980"|36|3.1|1|0|1|0|-0.191951960707549|-0.084338435443971
"16982"|34|3.5|0|1|1|0|0.273152406386866|0.033615126963312
"16983"|36|3.2|0|1|1|0|-0.0924411674821658|0.0645986161348807
"16984"|35|3.3|1|0|1|0|-0.0394758653779316|-0.113266064289759
"16985"|35|3.4|1|0|1|0|0.0824412280972627|0.030472340723953
"16986"|45|3|1|0|1|0|-0.285988693167547|-0.0214331393497704
"16989"|36|3.6|0|1|1|0|0.280820002851867|-0.0329618383807468
"16990"|39|3.1|0|1|1|0|-0.0311503179818167|0.0264476454764986
"16991"|30|3.1|0|1|0|1|0.108601573586363|0.0120307483266601
"16994"|34|3.5|0|1|1|0|0.259676723575617|0.0187839784081624
"16996"|38|3.2|1|0|1|0|-0.151699196494567|0.101983159846304
"16997"|36|3.2|0|1|1|0|0.00149198598276192|-0.00929465788553454
"16999"|40|3.1|0|1|1|0|-0.0378400138628851|-0.0999973488731276
"17000"|41|3.7|0|1|1|0|0.350894630932591|0.0770425826180631
"17003"|34|3.8|1|0|1|0|0.313535719937956|-0.00501424045564855
"17007"|33|3|0|1|1|0|-0.185082147499497|-0.0340773626221778
"17008"|32|3.2|0|1|1|0|-0.0214462264855924|0.0429041629178542
"17010"|38|3.3|1|0|1|0|-0.024070109933869|-0.00264334500541736
"17013"|31|3.4|0|1|0|1|0.333398763333731|0.0652065647206279
"17014"|38|3.3|0|1|1|0|0.054794011796332|-0.0349905063254413
"17015"|32|3.2|1|0|1|0|-0.136889481084382|0.0646211691196112
"17016"|32|2.9|1|0|1|0|-0.325661273546748|0.00441609112502086
"17018"|31|3.2|0|1|1|0|-0.0106091611911237|-0.0549481474115681
"17019"|37|3.7|1|0|1|0|0.311060278923195|-0.0364430765555901
"17020"|32|3.8|1|0|0|1|0.508517861649344|-0.0465204770510268
"17021"|30|3.2|0|1|1|0|-0.00551301351405303|0.0448886291515725
"17022"|31|3.3|0|1|1|0|0.0860702808421092|0.0290083038735019
"17025"|33|3|0|1|0|1|-0.0743122679763611|-0.0656969361568797
"17026"|28|3.2|0|1|1|0|0.0300331211034281|0.0184695215423402
"17028"|28|3.2|0|1|1|0|0.00409276746997866|0.0400109040470368
"17030"|48|2.9|1|0|1|0|-0.290149196832858|-0.0105977640809786
"17034"|39|3.3|0|1|1|0|0.0199746735778532|0.0620279095610321
"17035"|31|3.2|0|1|1|0|-0.00376609569887602|-0.00110980250313602
"17037"|32|3.2|0|1|1|0|-0.0413832648889826|0.0313871538128187
"17038"|40|3.1|0|1|1|0|-0.127144472620143|0.0555279824896018
"17040"|35|2.8|1|0|1|0|-0.354175040993682|0.0627661188776307
"17041"|32|3.2|1|0|1|0|-0.0588657582191914|-0.0184223080919264
"17042"|34|3.5|0|1|1|0|0.235845779783484|0.0189228202764656
"17043"|32|3|0|1|1|0|-0.111107265997723|0.102383610647312
"17045"|34|3|1|0|1|0|-0.299152188047109|-0.0968485412143654
"17046"|34|2.9|0|1|1|0|-0.184258628861645|0.00412593324866427
"17048"|42|2.7|0|1|1|0|-0.43376133126204|-0.107260299015531
"17051"|34|3|0|1|1|0|-0.155676365730889|-0.0227979714016959
"17052"|31|3.5|1|0|1|0|0.104920428050393|-0.00406731110858804
"17054"|31|3.4|1|0|1|0|0.0611104453926115|0.0171817311707426
"17058"|30|3.9|1|0|1|0|0.428673098430717|-0.0569160751761597
"17060"|30|3.4|0|1|1|0|0.165347078011099|0.0992773537676984
"17061"|37|2.9|0|1|0|1|-0.0917625100973997|0.0266478743047397
"17062"|34|3.3|0|1|1|0|0.0154668607758767|0.0661979324060141
"17063"|31|3|0|1|1|0|-0.142808740659143|-0.0522679508197809
"17067"|29|3.1|1|0|0|1|0.0424912057910443|0.0638095951386597
"17069"|29|3.5|1|0|1|0|0.10784787413131|0.0465750030153938
"17072"|30|3.1|0|1|1|0|-0.0939964702777575|0.0398507136179668
"17074"|32|3.3|1|0|1|0|0.00827063023855663|0.0343171256831863
"17077"|34|2.9|1|0|1|0|-0.320175961204354|-0.00946280254532883
"17078"|41|3.2|0|1|1|0|-0.0590558558798871|0.0288751911551354
"17084"|37|3.8|0|1|1|0|0.431521002416932|-0.0480322810659396
"17088"|34|3.4|1|0|1|0|0.0545709081059875|0.0464675669927619
"17089"|35|3.8|0|1|1|0|0.473428513606898|-0.0135255998896239
"17091"|36|3.7|1|0|0|1|0.480964399566743|-0.0900103624235082
"17092"|40|3.2|1|0|1|0|-0.0887250363824128|-0.0192335970330477
"17093"|41|3.1|0|1|1|0|-0.100801641098558|-0.0257191725704067
"17097"|26|2.3|1|0|1|0|-0.799672836689009|-0.036831270577455
"17099"|36|3.3|0|1|1|0|0.108623206399681|-0.0327329938077703
"17100"|38|3.5|1|0|0|1|0.287186825879249|-0.0388704562585962
"17101"|30|2.9|0|1|0|1|0.00264744629569233|-0.0196654280911701
"17103"|22|3|0|1|0|1|-0.0242509909777588|-0.00633156312404259
"17106"|44|3.6|0|1|1|0|0.247652250930615|0.0210927310815607
"17109"|35|3.2|1|0|0|1|0.1312035169948|0.0324644166137876
"17110"|39|3|1|0|0|1|-0.0741777392029711|-0.0589216074121161
"17111"|36|3|1|0|1|0|-0.281951076339949|-0.0212628021136789
"17116"|40|3.8|1|0|1|0|0.344183151425223|0.0210020182288011
"17120"|33|3.9|0|1|1|0|0.57003242830558|0.0379833908865064
"17121"|37|4|1|0|1|0|0.488799964397161|-0.00659140135342356
"17122"|45|3.7|0|1|1|0|0.404617988177896|0.0222121002762043
"17126"|39|3.6|0|1|1|0|0.303186293861924|0.038140647282603
"17127"|46|3.8|0|1|1|0|0.461097886672035|0.0226068067993295
"17128"|38|3.6|1|0|0|1|0.369148580212565|-0.0373724707929472
"17129"|42|3.6|0|1|1|0|0.303996638593403|-0.00423323665456494
"17130"|38|3.4|1|0|0|1|0.288551372281828|0.0105468408393306
"17132"|39|3.2|1|0|0|1|0.133429502843754|-0.00582197408490324
"17133"|40|3.6|0|1|0|1|0.435360444057839|-0.0457448613088157
"17134"|36|3.9|0|1|1|0|0.488169673711142|0.0788200561758246
"17138"|41|2.7|1|0|1|0|-0.465347190011856|0.0259055806142273
"17139"|46|2.9|0|1|1|0|-0.295643295481387|0.0626518764263617
"17140"|39|3.4|0|1|1|0|0.0920052893252527|0.00942474266649274
"17142"|42|3.7|0|1|1|0|0.288293330707793|-0.0501785206847822
"17146"|36|3.7|1|0|1|0|0.198779946209239|-0.0405291221838587
"17149"|42|3.1|0|1|1|0|-0.132322217125601|-0.0161057695628964
"17151"|35|3.6|0|1|1|0|0.361824697942169|-0.0357468924021518
"17152"|42|3.5|0|1|1|0|0.324149530044059|-0.0937311298592417
"17156"|38|3.6|1|0|1|0|0.189233740284164|-0.0414448066916548
"17158"|41|3.4|1|0|1|0|0.0924599760852655|0.0820438223615175
"17159"|40|3.4|0|1|1|0|0.0744022913893412|-0.0392336761244135
"17162"|47|3.9|0|1|1|0|0.541238351509319|-0.0517969368468548
"17165"|38|3.7|0|1|1|0|0.375887705584622|-0.0149335113137309
"17171"|43|3.9|0|1|1|0|0.434020668307802|-0.0437439029259417
"17172"|44|3.3|1|0|1|0|0.0111974596380485|0.0314098260463407
"17173"|36|3.4|0|1|1|0|0.157904428852092|0.0355405116092431
"17174"|39|3.8|0|1|1|0|0.424354383892449|-0.0502408938370293
"17175"|36|3.7|1|0|1|0|0.332339598009602|0.0396872013498697
"17177"|35|3.8|0|1|1|0|0.467428400427187|0.0730313110955896
"17178"|42|3.4|0|1|1|0|0.104337469470284|-0.0282922130412957
"17180"|41|3.6|0|1|1|0|0.308583121303637|0.0556841462853512
"17181"|23|2.4|0|1|0|1|-0.505749633401233|-0.00541321683555937
"17182"|37|3.7|0|1|1|0|0.382669063710116|0.00343972268833471
"17184"|41|3.4|1|0|1|0|0.0509878679775211|-0.0157170070249612
"17185"|29|3.6|1|0|1|0|0.189133411518964|0.0161541163085191
"17192"|32|3.3|1|0|1|0|0.00299580707749319|-0.0311858791185997
"17193"|38|2.9|1|0|1|0|-0.305443715808358|-0.00261254668375948
"17194"|29|2.8|0|1|0|1|-0.173250319352523|0.0103971280924089
"17196"|37|3.5|1|0|1|0|0.201863300899938|0.0158128180808079
"17197"|37|3|1|0|1|0|-0.223747365664545|-0.0860174523117652
"17198"|34|3.1|1|0|0|1|0.051198089682865|-0.0204788995079659
"17199"|32|3.6|0|1|1|0|0.252152912367403|-0.0277629125177493
"17201"|36|3.1|0|1|1|0|-0.114379471829688|0.0485924014635854
"17204"|38|2.8|0|1|1|0|-0.310776780349229|0.00893893577533693
"17207"|39|2.6|0|1|1|0|-0.619064414541771|-0.054457956384448
"17208"|39|2.7|0|1|1|0|-0.312413680410138|-0.0396187655393897
"17211"|42|3|0|1|1|0|-0.203511626268482|0.0488579779880477
"17212"|25|2.3|0|1|0|1|-0.51511206717098|0.0439131392079488
"17213"|36|2.6|0|1|1|0|-0.452827985748992|0.0160772239457373
"17216"|35|3.4|1|0|1|0|-0.0683146384930072|-0.00748897570240981
"17218"|28|3.1|1|0|1|0|-0.193564479734239|-0.0959717487816397
"17220"|24|3.1|1|0|0|1|-0.0406702728164105|-0.113054039794419
"17223"|33|2.3|1|0|0|1|-0.599215235667485|-0.0643689424633546
"17224"|33|3.2|1|0|1|0|-0.0982935262637819|-0.0132755677617449
"17226"|34|3.4|1|0|1|0|0.081444290299218|0.00850678626588296
"17229"|30|3.1|1|0|1|0|-0.163379740923768|-0.00504501216260761
"17232"|40|2.5|0|1|1|0|-0.522451912277628|0.00842315851971086
"17234"|33|2.5|0|1|1|0|-0.52369025998428|-0.0392977081463878
"17235"|43|3.8|1|0|1|0|0.369569412008504|-0.00634639777366461
"17238"|36|2.7|0|1|1|0|-0.267999041190683|0.0302872239372969
"17241"|27|2.4|0|1|1|0|-0.608826478481514|0.0479396863131649
"17242"|27|2.8|1|0|0|1|-0.23127226848005|0.0119159378839524
"17244"|32|2.3|0|1|1|0|-0.660221315590787|0.00350670056768599
"17245"|41|2.3|0|1|1|0|-0.694954903942372|-0.0703566812935406
"17246"|41|2.5|0|1|1|0|-0.515253182709248|0.0283718481113943
"17249"|35|3.2|0|1|1|0|0.0253241924336409|0.0401010786006278
"17251"|35|3.3|1|0|0|1|0.161278678280674|0.0582390933109055
"17253"|40|3.3|1|0|1|0|0.0578208307490976|-0.0638255523062455
"17255"|42|3|0|1|1|0|-0.205368768298817|-0.0268031486402826
"17257"|42|2.9|0|1|1|0|-0.191913633026504|-0.0497535318660581
"17259"|40|3.5|0|1|1|0|0.235658237922499|0.088206385477395
"17263"|45|3.1|1|0|1|0|-0.247011339917908|0.0277469495185565
"17264"|39|3.3|0|1|1|0|0.0864594845286901|0.063754073382996
"17267"|43|3.4|1|0|1|0|-0.00810128124296841|-0.014781839884691
"17269"|41|3|1|0|1|0|-0.258471975836338|0.071549405484018
"17271"|48|3.2|0|1|1|0|-0.00212054285366057|0.0717764095093994
"17278"|45|2.8|0|1|1|0|-0.234176691473948|-0.0300798614039298
"17282"|40|3.6|1|0|1|0|0.168583413389633|-0.0130699262749931
"17287"|38|3.6|0|1|1|0|0.282588203322303|-0.00424816067752547
"17288"|42|3.3|1|0|1|0|-0.050178452151708|-0.00621923826882625
"17290"|41|3.8|0|1|1|0|0.441129959845691|-0.00811415216163813
"17291"|44|3.2|0|1|1|0|-0.0304460545181828|0.0493337803808168
"17292"|44|3.4|1|0|1|0|0.0903973785368025|1.81182426286385e-06
"17293"|41|3.7|0|1|1|0|0.387244547830486|-0.0431636525941149
"17294"|40|3.4|0|1|1|0|0.111594286291515|-0.0113352652174403
"17295"|40|3.5|1|0|1|0|0.101046811959098|-0.0694343994840375
"17298"|26|3|1|0|0|1|-0.141742671824449|0.0468629039466262
"17299"|43|3.2|1|0|1|0|-0.0446713893713428|0.0944436931096738
"17300"|40|3.2|1|0|1|0|-0.19016231440385|0.00534098778430514
"17302"|41|3.1|0|1|1|0|-0.0133663508623915|0.0831568211675955
"17303"|42|2.9|1|0|1|0|-0.322290083287023|0.0802485105168603
"17307"|43|3.2|0|1|1|0|0.0389336460355367|-0.0104537689353907
"17308"|42|2.9|0|1|1|0|-0.233168987879382|-0.0254049561860863
"17309"|40|3.5|1|0|1|0|0.0939529228514095|-0.0647494746376214
